"mProtein","dProtein"
"Q9UBX2","P46781"
"Q5S007","P46781"
"Q92731","P46781"
"P31345","P52294"
"Q7Z3B3","Q9BUZ4"
"Q8AZK7","Q9BUZ4"
"A8KA13","Q9BUZ4"
"Q8TBE0","Q9BUZ4"
"Q9Y4B4","Q9BUZ4"
"Q9P0N9","Q9BUZ4"
"Q96D16","Q9BUZ4"
"Q9H0M0","Q9BUZ4"
"Q86VP1","Q9BUZ4"
"A6NEM1","Q9BUZ4"
"Q05516","Q9BUZ4"
"P49639","Q9BUZ4"
"O43294","Q9BUZ4"
"Q9UHD9","Q9BUZ4"
"P14598","Q9BUZ4"
"P50570","Q9BUZ4"
"O00308","Q9BUZ4"
"O43559","Q9BUZ4"
"Q15427","Q9BUZ4"
"Q8IX06","Q9BUZ4"
"Q63ZY3","Q9BUZ4"
"Q7L5A3","Q9BUZ4"
"Q8NCA9","Q9BUZ4"
"O60341","Q9BUZ4"
"P04015","O94842"
"Q2TAL8","O94842"
"O95947","O94842"
"P62136","O94842"
"Q96GM5","O00308"
"P36778","O00308"
"Q15884","O00308"
"Q8NHY3","O00308"
"Q01860","O00308"
"Q9Y272","O00308"
"Q7KZS0","Q13287"
"Q6PJG6","Q13287"
"Q96LT7","Q13287"
"Q8NA92","Q13287"
"P06422","Q13287"
"Q92793","Q13287"
"P04198","Q13287"
"Q9Y6C2","Q13287"
"Q8TAB5","Q13287"
"Q86XK3","Q13287"
"Q9Y217","Q13287"
"Q6P9H4","Q13287"
"P40222","Q13287"
"O95171","Q13287"
"O95447","Q13287"
"Q8N4P3","Q13287"
"P56693","Q13287"
"P51692","Q13287"
"Q0D2H9","Q13287"
"P03087","P52292"
"Q8TDC0","Q15038"
"Q86UW9","Q15038"
"O95947","Q15038"
"Q13227","Q15038"
"Q9NS91","Q15038"
"P86480","Q15038"
"Q2Q067","Q15038"
"Q14847","Q15038"
"Q9Y5J3","Q15038"
"Q96K80","Q15038"
"Q6GQQ9","Q15038"
"Q9Y5V3","Q15038"
"Q03989","Q15038"
"O94888","Q15038"
"Q13501","Q15038"
"Q5T6F2","Q15038"
"P86479","Q15038"
"Q96GM5","P43360"
"Q8N4L8","P43360"
"Q8N5M1","P43360"
"Q9H147","P43360"
"Q9H2L5","P43360"
"P03466","P43360"
"P52272","P43360"
"Q9BQE9","P43360"
"Q9P2K3","P43360"
"P53367","P43360"
"Q9BVN2","P43360"
"Q08499","P43360"
"O00471","P43360"
"A6NK89","P43360"
"Q8TAB5","P43360"
"Q5SYB0","P43360"
"Q9NZJ0","Q16531"
"P05958","Q16531"
"P42858","Q16531"
"Q92731","P62280"
"Q96T49","P62280"
"Q0HD54","P62280"
"P13569","P62280"
"P63151","P62280"
"Q86VM9","P62280"
"P05412","P62280"
"Q5S007","P62280"
"P36873","P62280"
"P06422","Q14533"
"P32242","Q14533"
"Q7Z3Y7","Q14533"
"Q9BQG0","Q09472"
"P06463","Q09472"
"P55209","Q09472"
"Q13761","Q09472"
"Q12778","Q09472"
"P61266","Q15125"
"A0A142I5B9","Q15125"
"P17152","Q15125"
"Q96GQ5","Q15125"
"Q9BTX3","Q15125"
"O43169","Q15125"
"P15151","Q15125"
"A5PKU2","Q15125"
"O95452","Q15125"
"Q9NWH2","Q15125"
"Q96BA8","Q15125"
"Q9BSR8","Q15125"
"Q13520","Q15125"
"Q8NBD8","Q15125"
"Q9P0L0","Q15125"
"O14523","Q15125"
"O95070","Q15125"
"O75369","P16333"
"P27816","P16333"
"Q14008","P16333"
"Q9NQ76","P16333"
"O60885","P16333"
"O00294","P16333"
"O75593","P16333"
"P15586","P16333"
"O15117","P16333"
"O75326","P16333"
"Q15746","P16333"
"P43699","P16333"
"P10412","P16333"
"P78345","P16333"
"Q92988","P16333"
"P30260","P16333"
"O43390","P16333"
"O43708","P16333"
"Q99259","P16333"
"Q9UPX8","P16333"
"Q13480","P16333"
"O43493","P16333"
"Q14155","P16333"
"Q9UMN6","P16333"
"O00401","P16333"
"Q9NZV5","P16333"
"P08047","P16333"
"Q13177","P16333"
"Q9H8V3","P16333"
"Q9ULH1","P16333"
"Q13111","P16333"
"Q15036","P16333"
"O43918","P16333"
"O00750","P16333"
"Q15661","P16333"
"P41970","P16333"
"Q13191","P16333"
"P42684","P16333"
"Q9UQ26","P16333"
"O15056","P16333"
"Q8TB24","P16333"
"P29074","P16333"
"Q14118","P16333"
"Q9Y4K4","P16333"
"Q5HYW2","P16333"
"Q07889","P16333"
"Q96T58","P16333"
"Q07890","P16333"
"P26373","P16333"
"Q9ULD4","P16333"
"Q9BQ89","P16333"
"P00519","P16333"
"Q8IZD9","P16333"
"Q9H9L3","P16333"
"Q05193","P16333"
"Q13905","P16333"
"Q9H222","P16333"
"Q9ULW0","P16333"
"Q92918","P16333"
"Q90VU7","P16333"
"Q9NYQ7","P16333"
"P22681","P16333"
"P15918","P16333"
"Q96R06","Q9NX63"
"Q8NA61","Q9NX63"
"Q9H6K4","Q9NX63"
"Q77M19","Q9NX63"
"P06427","Q12959"
"Q77E16","P26045"
"P42226","Q7Z434"
"O95831","Q7Z434"
"O95786","Q7Z434"
"P46379","Q7Z434"
"Q86WV6","Q7Z434"
"P06460","Q7Z434"
"Q92731","P62424"
"Q8AZK7","P62424"
"P13569","P62424"
"Q5S007","P62424"
"Q9UBX2","P62424"
"O00443","Q01968"
"Q01167","Q92769"
"Q14687","Q92769"
"P03372","Q92769"
"P0DTD1","Q92769"
"Q13330","Q92769"
"Q8WXI9","Q92769"
"O60341","Q92769"
"Q13547","Q92769"
"Q96KQ7","Q92769"
"Q9BTC8","Q92769"
"Q14839","Q92769"
"O60315","Q92769"
"P01106","Q92769"
"Q96ST3","Q92769"
"Q9NP66","Q92769"
"O94776","Q92769"
"Q9H2X6","P63165"
"P29590","P63165"
"P10914","P63165"
"Q7Z333","P63165"
"P15336","P63165"
"Q9Y4B4","P63165"
"P03116","P63165"
"Q96B23","P63165"
"Q5W0Q7","P63165"
"O75475","P63165"
"Q53SE7","P63165"
"Q00653","P63165"
"P19419","P63165"
"Q9Y2F9","P63165"
"O75360","P63165"
"Q9BPY3","P63165"
"Q9HC62","P63165"
"Q8N3Z6","P63165"
"P10276","P63165"
"Q8N680","P63165"
"P78317","P63165"
"Q16665","P63165"
"Q12888","P63165"
"Q9UIS9","P63165"
"P38398","P63165"
"P23497","P63165"
"Q9UBT2","P63165"
"O14964","P63165"
"Q9Y6K9","P63165"
"O75928","P63165"
"Q9UBE0","P63165"
"Q00613","P63165"
"P0C739","Q9BRK3"
"Q86UW9","Q9BRK3"
"Q9UKD1","Q9BRK3"
"Q69117","P49368"
"P04049","P49368"
"P13569","P49368"
"Q6VGS8","Q12959"
"Q7L4P6","Q96GM5"
"A0A0A0MR80","Q96GM5"
"Q99619","Q96GM5"
"Q7Z6V5","Q96GM5"
"Q9UJW9","Q96GM5"
"Q6PI77","Q96GM5"
"Q9BRK4","Q96GM5"
"P31249","Q96GM5"
"O75420","Q96GM5"
"Q96KN3","Q96GM5"
"Q14145","Q96GM5"
"Q9H3P2","Q96GM5"
"Q13064","Q96GM5"
"P13994","Q96GM5"
"Q5BKX5-3","Q96GM5"
"A8MQ03","Q96GM5"
"Q9UEG4","Q96GM5"
"O43586","Q96GM5"
"A6NEM1","Q96GM5"
"Q9UKT9","Q96GM5"
"Q6IC98","Q96GM5"
"O00308","Q96GM5"
"P40199","Q96GM5"
"Q5JR12","Q96GM5"
"Q96HZ4","Q96GM5"
"P04296","Q96GM5"
"Q96B67","Q96GM5"
"Q9BWG6","Q96GM5"
"Q9H9H4","Q96GM5"
"P08123","Q96GM5"
"P06921","Q13287"
"P12792","Q9Y265"
"Q9ULG1","Q9Y265"
"Q8NBZ0","Q9Y265"
"Q15906","Q9Y265"
"Q92993","Q9Y265"
"P27958","P05141"
"B2BTY8","O75569"
"Q67296","Q92997"
"Q8NC24","O14735"
"P30825","O14735"
"Q8NBJ4","O14735"
"Q8N9R8","O14735"
"Q8WZ55","O14735"
"Q8TDV0","O14735"
"P00387","O14735"
"O95197","O14735"
"Q3SXY8","O14735"
"P0CK56","O14735"
"P43628","O14735"
"Q7Z7G2","O14735"
"Q96P66","O14735"
"E5LBT9","O60684"
"Q9BUI4","O60684"
"Q9P2Z0","P63167"
"Q9Y2J4","P63167"
"Q69022","P63167"
"Q14149","P63167"
"Q9NVP4","P63167"
"Q8TD19","P63167"
"Q6P1L5","P63167"
"Q8NA54","P63167"
"Q4VCS5","P63167"
"Q96LC9","P63167"
"Q6NT76","P63167"
"P30911","Q12959"
"O15169","Q12959"
"P30305","P63104"
"O00506","P63104"
"P31947","P63104"
"Q92934","P63104"
"O15151","P63104"
"O94875","P63104"
"P19320","P63104"
"Q14978","P63104"
"Q7L804","P63104"
"Q86X27","P63104"
"P62736","P63104"
"P05067","P63104"
"Q00537","P63104"
"P13569","P63104"
"P04792","P63104"
"P22681","P63104"
"Q15831","P63104"
"P40818","P63104"
"P15056","P63104"
"O00429","P63104"
"P07910","P63104"
"Q86UR1","P63104"
"Q9Y2K2","P63104"
"P49815","P63104"
"P35579","P63104"
"Q6PKG0","P63104"
"P06576","P63104"
"Q9Y2J2","P63104"
"Q9NSK0","P63104"
"Q8TEW0","P63104"
"Q9WPI5","P63104"
"Q9P2M7","P63104"
"O14744","P63104"
"P46108","P63104"
"Q5VV41","P63104"
"Q6WCQ1","P63104"
"Q9NYL2","P63104"
"O36551","Q8IZT6"
"O95373","Q8IZT6"
"Q99733","Q8IZT6"
"Q14257","Q8IZT6"
"Q16659","Q8IZT6"
"P19419","P63279"
"Q92754","P63279"
"Q6ZNA4","P63279"
"Q08379","P63279"
"O41955","P63279"
"P29590","P63279"
"Q96JN0","P56545"
"Q9UKS7","P56545"
"O75807","P56545"
"Q8IVP5","P56545"
"Q15583-2","P56545"
"Q9Y5P3","P56545"
"P03255","P56545"
"Q15583","P56545"
"O15409","P56545"
"Q9NQ66","P56545"
"F5HE15","P52294"
"P54667","Q12959"
"Q08089","Q14160"
"P03427","O00629"
"P06461","P61513"
"Q99558","P61513"
"P29350","P61513"
"O75164","P62805"
"Q04724","P62805"
"Q8NCD3","P62805"
"P19838","P62805"
"P03496","P62805"
"Q0A442","Q12959"
"P06463","Q12959"
"P19712","P04844"
"P13569","P04844"
"P11279","P04844"
"Q6NUS6","P04844"
"P04012","P52292"
"P40692","P52292"
"P27228","Q14160"
"Q6PIY2","Q8N6Y0"
"P07992","Q8N6Y0"
"Q14D33","Q8N6Y0"
"O15155","Q8N6Y0"
"Q5XKE5","Q8N6Y0"
"Q96FQ7","Q8N6Y0"
"Q9BYU1","Q8N6Y0"
"Q96BZ8","Q8N6Y0"
"O95678","Q8N6Y0"
"Q9BQ89","Q8N6Y0"
"Q96B02","Q8N6Y0"
"Q6P1K2","Q8N6Y0"
"Q96GM5","Q8N6Y0"
"P09683","Q8N6Y0"
"Q2KHM9","Q8N6Y0"
"Q8N3L3","Q8N6Y0"
"Q9WMX2","Q8N6Y0"
"Q9H0I2","Q8N6Y0"
"Q9NPJ6","Q8N6Y0"
"P54646","Q8N6Y0"
"Q77M19","P20645"
"Q9NZG7","P20645"
"Q9UNI6","P20645"
"P30260","Q9UJX2"
"Q2NL68","Q9UJX2"
"O60566","Q9UJX2"
"P35711","Q9UJX2"
"Q15735","Q9UJX2"
"P03410","Q9UJX2"
"Q53ET0","Q9UJX2"
"Q53HV7","Q9UJX2"
"P14373","Q9UJX2"
"Q12834","Q9UJX2"
"Q16763","Q9UJX2"
"Q8N4L8","Q9UJX2"
"Q96N21","Q9UJX2"
"Q15742","Q9UJX2"
"P10745","Q9UJX2"
"Q6PI77","Q9UJX2"
"P38432","Q9UJX2"
"Q9Y250","Q9UJX2"
"O15353","Q9UJX2"
"Q9UM13","Q9UJX2"
"P09708","Q12959"
"Q06093","Q12959"
"O40939","Q9UDY2"
"Q8TES7","Q9UDY2"
"Q14847","Q9UDY2"
"P13569","Q9UDY2"
"O43242","Q9C0F1"
"P04020","Q9C0F1"
"P40222","Q9C0F1"
"Q13895","Q9C0F1"
"A2RRL9","Q8IUQ4"
"P40121","Q8IUQ4"
"Q16633","Q8IUQ4"
"Q9NU19","Q8IUQ4"
"Q9BVG8","Q8IUQ4"
"Q86WX3","Q8IUQ4"
"Q9UJX2","Q8IUQ4"
"P29692","Q8IUQ4"
"Q9UHB7","Q8IUQ4"
"Q86YD7","Q8IUQ4"
"Q77UV9","Q8IUQ4"
"P20591","Q8IUQ4"
"Q96KM6","Q8IUQ4"
"Q92692","Q8IUQ4"
"Q5T6F2","P67775"
"Q5FBB7","P67775"
"Q5THK1","P67775"
"Q14674","P67775"
"A2RU48","P67775"
"Q00005","P67775"
"Q9Y6E0","P67775"
"Q66LE6","P67775"
"Q9Y2T4","P67775"
"P28749","P67775"
"P0DOJ9","P67775"
"Q9UL03","P67775"
"P01106","P67775"
"Q969G9","P67775"
"P22830","P67775"
"O43741","Q8N9N5"
"P04637","Q8N9N5"
"O94842","Q8N9N5"
"Q8TEC5","Q8N9N5"
"P03203","Q8N9N5"
"P29590","Q8N9N5"
"Q9P0T4","Q8N9N5"
"Q96QF0","Q8N9N5"
"Q14511","Q8N9N5"
"Q6P1L5","Q8N9N5"
"Q8WUT1","Q8N9N5"
"Q6P1W5","Q8N9N5"
"P0C739","Q70UQ0"
"Q5VU62","Q70UQ0"
"Q2MV58","Q70UQ0"
"P37198","Q70UQ0"
"P15173","Q70UQ0"
"Q8TBB1","P31943"
"Q86Y13","P31943"
"Q5VV41","P31943"
"Q9WPI5","P31943"
"Q9UBX2","P31943"
"P78317","P31943"
"Q13573","P31943"
"O15160","P31943"
"Q13227","P31943"
"P03431","Q9UL40"
"Q8TBB1","Q9UL40"
"O15226","Q9UL40"
"P89079","Q12959"
"O56264","P62805"
"Q9NQ92","P62805"
"P13569","P62805"
"P21735","Q14160"
"P05919","Q9UKB1"
"P03428","Q92997"
"Q05127","P63167"
"P03428","Q6P1W5"
"P50804","Q14160"
"Q6DP93","O14908"
"P03070","P52294"
"P02545","P52294"
"Q9Y2H1","P52294"
"Q15842","P50402"
"Q5JST6","P50402"
"Q86VY9","P50402"
"Q8AZJ3","P50402"
"Q5T686","P50402"
"Q13895","P50402"
"Q9HAQ2","P50402"
"Q7KZN9","P50402"
"Q9BRJ2","P50402"
"Q12846","P50402"
"P68431","P50402"
"E5LBT9","P52294"
"P27228","Q12959"
"Q6DP93","Q14160"
"Q6NYC1","Q86X55"
"Q9Y6Q9","Q86X55"
"Q5S007","Q86X55"
"Q92922","Q86X55"
"P17676","Q86X55"
"I6T1Z2","Q86X55"
"P0C222","Q14160"
"Q77M19","P50402"
"Q5S007","P50402"
"Q9BSJ6","P50402"
"Q6NX45","P50402"
"Q2PJP0","Q14160"
"D4N3L3","Q12959"
"P15336","Q09472"
"P06790","Q09472"
"P10275","Q09472"
"O43524","Q09472"
"Q96KQ4","Q09472"
"Q9UMX0","Q09472"
"Q9UBL3","Q09472"
"P27695","Q09472"
"Q1K9H5","P12004"
"P03255","Q92831"
"P22415","Q92831"
"Q09472","Q92831"
"P50804","Q12959"
"P06428","Q9NQL9"
"Q9NQL9","Q9NQL9"
"Q9BVN2","Q9NQL9"
"P08048","Q9NQL9"
"P03070","P01106"
"Q00987","P06748"
"Q8IZL8","P06748"
"P49450","P06748"
"B1Q2W9","P06748"
"O14746","P06748"
"Q86VM9","P06748"
"Q14686","P06748"
"P62753","P06748"
"Q9H4L4","P06748"
"P31040","Q14974"
"P36957","Q14974"
"Q71U36","Q14974"
"P51178","Q14974"
"P08559","Q14974"
"P03427","Q14974"
"P00533","Q14974"
"Q15398","Q14974"
"O00429","Q14974"
"P31345","O60684"
"Q86UW9","Q8TBB1"
"Q6NT76","Q8TBB1"
"Q96PV4","Q8TBB1"
"Q9Y230","Q8TBB1"
"P49761","Q8TBB1"
"Q14011","Q8TBB1"
"O95544","Q8TBB1"
"Q8IYT4","Q8TBB1"
"P84103","Q8TBB1"
"P0DJD3","Q8TBB1"
"Q9P286","Q8TBB1"
"Q49AR9","Q8TBB1"
"Q7L775","Q8TBB1"
"Q5T481","Q8TBB1"
"Q8WW24","Q8TBB1"
"Q92530","Q8TBB1"
"O60682","Q8TBB1"
"P53365","Q8TBB1"
"Q96F86","Q8TBB1"
"P35638","Q8TBB1"
"O43679","Q8TBB1"
"Q07955","Q8TBB1"
"Q5T749","Q8TBB1"
"Q8WYJ6","Q8TBB1"
"Q92997","Q8TBB1"
"Q15415","Q8TBB1"
"Q9P127","Q8TBB1"
"P03211","Q8TBB1"
"Q9HB19","Q8TBB1"
"P78424","Q8TBB1"
"P38159","Q8TBB1"
"Q7Z6G3","Q8TBB1"
"Q96KQ4","Q8TBB1"
"O95751","Q8TBB1"
"Q9BZR9","Q8TBB1"
"O75553","Q8TBB1"
"P47897","Q8TBB1"
"A1L4K1","Q8TBB1"
"O95273","Q8TBB1"
"P83916","Q8TBB1"
"O75496","Q8TBB1"
"Q53GL6","Q8TBB1"
"Q8NC69","Q8TBB1"
"Q68J44","Q8TBB1"
"Q9NP86","Q8TBB1"
"Q9BWG6","Q8TBB1"
"Q96PC2","Q8TBB1"
"P49327","Q8TBB1"
"P06428","P25205"
"P31040","P25205"
"O75164","P25205"
"Q9BTE3","P25205"
"P33993","P25205"
"P04299","Q14160"
"Q86X19","Q14160"
"P0DOE9","Q13263"
"Q14684","Q13263"
"Q15007","Q13263"
"P19320","Q13263"
"Q86U44","Q13263"
"Q13185","Q13263"
"Q5T7N2","Q13263"
"Q9WPI5","Q5JVF3"
"Q96PV6","Q5JVF3"
"P60896","Q5JVF3"
"Q96FF9","Q14683"
"Q9UQE7","Q14683"
"Q5FBB7","Q14683"
"Q99IB8","Q14683"
"Q7Z5K2","Q14683"
"Q14566","Q14683"
"Q9Y2H1","Q14683"
"Q12952","Q14683"
"Q5S007","Q14683"
"P06427","Q14160"
"Q7L8L6","Q14160"
"P16717","Q12959"
"P06464","Q9C0F1"
"O75420","Q9BSW2"
"P03410","Q9BSW2"
"Q5T3J3","Q9BSW2"
"O60504","Q9BSW2"
"O75604","Q9BSW2"
"Q15323","Q9BSW2"
"P0C213","Q14160"
"P27962","Q12959"
"P17386","Q12959"
"P62191","Q9UNM6"
"P19320","Q9UNM6"
"Q9Y5K5","Q9UNM6"
"Q16186","Q9UNM6"
"P06463","Q14160"
"Q92731","P62269"
"Q8AZK7","P62269"
"Q9UBX2","P62269"
"Q5S007","P62269"
"P13569","P62269"
"P06422","Q09472"
"P03495","P43365"
"Q96GD3","P43365"
"P78424","P43365"
"Q6P444","P43365"
"Q86YD7","Q99471"
"Q0VD86","Q99471"
"P61758","Q99471"
"Q3KP44","Q99471"
"O43189","Q99471"
"Q9DUN1","Q99471"
"Q8ND83","Q99471"
"Q92844","Q99471"
"Q9H0W8","Q99471"
"Q9H2A3","Q99471"
"O95872","Q99471"
"O14503","Q99471"
"Q8IYX7","Q99471"
"P61289","Q99471"
"Q9BVN2","Q99471"
"Q5T681","Q99471"
"Q2WGJ6","Q99471"
"Q7L4I2","Q99471"
"Q86VK4","Q8NHQ1"
"P13682","Q8NHQ1"
"Q9H7H0","Q8NHQ1"
"Q3SY00","Q8NHQ1"
"Q14687","Q8NHQ1"
"Q9NU19","Q8NHQ1"
"P48047","Q8NHQ1"
"P50402","Q8NHQ1"
"Q96BV0","Q8NHQ1"
"Q9BWG6","Q8NHQ1"
"P26373","Q8NHQ1"
"Q9BXS6","Q8NHQ1"
"Q8WXI9","Q8NHQ1"
"Q7Z3I7","Q8NHQ1"
"Q8TBB1","Q8NHQ1"
"O43167","Q8NHQ1"
"Q7L5A3","Q8NHQ1"
"Q86XK3","Q8NHQ1"
"Q96CN9","Q8NHQ1"
"Q969G5","Q8NHQ1"
"Q8NE31","Q8NHQ1"
"Q63ZY3","Q8NHQ1"
"P98175","Q8NHQ1"
"Q9H8E8","Q8NHQ1"
"P09067","Q8NHQ1"
"Q5QJE6","Q8NHQ1"
"Q9UGY1","Q8NHQ1"
"Q6ZVT0","Q8NHQ1"
"Q77UU1","Q86VP1"
"Q8TBB1","Q86VP1"
"Q92567","Q86VP1"
"Q92793","P55209"
"Q09472","P55209"
"Q05513","P55209"
"Q14203","P55209"
"Q8NHY3","P55209"
"P04296","P55209"
"Q6ZVT0","P55209"
"A0A142I5B9","Q9UNX3"
"P05412","Q9UNX3"
"Q7KZN9","Q9UNX3"
"P16435","O00264"
"Q6NUS6","O00264"
"P27824","O00264"
"Q9NQZ8","O00264"
"Q9Y2H1","O00264"
"Q05322","O00264"
"Q96EQ0","O00264"
"P22830","O00264"
"Q92769","P01106"
"Q96L91-2","P01106"
"P06788","P01106"
"Q96L91","P01106"
"P03366","P33993"
"P0CG47","P33993"
"P19320","P33993"
"Q02086","P33993"
"Q14566","P33993"
"Q86X27","P31946"
"Q6ICG6","P31946"
"O00257","P31946"
"Q9UBF8","P31946"
"O00429","P31946"
"Q6WCQ1","P31946"
"P78362","P31946"
"P32121","P31946"
"P30305","P31946"
"P30307","P31946"
"P40818","P31946"
"P22681","P31946"
"P13569","P31946"
"Q96SB4","P31946"
"Q8N3F8","P31946"
"Q9Y2A7","P31946"
"Q92934","P31946"
"Q9H4L5","P31946"
"P49815","P31946"
"Q9Y2J2","P31946"
"P19320","P31946"
"P42858","P31946"
"Q07866","P31946"
"Q9WPI5","P31946"
"O75643","P31946"
"P15056","P31946"
"Q6PKG0","P31946"
"Q8TEW0","P31946"
"Q9UJ41","P31946"
"Q9UBW7","Q92769"
"A8E1C4","Q92769"
"Q77M19","P62491"
"P46937","P62491"
"Q96QF0","P62491"
"Q194T2","O95379"
"Q56P03","O95379"
"Q8NBZ0","O95379"
"O92837","P52292"
"P02751","P52292"
"P10321","P52292"
"Q69117","P40227"
"P04049","P40227"
"P13569","P40227"
"P0C739","Q96P70"
"Q68CZ1","Q96P70"
"Q13164","Q96P70"
"P13569","Q96P70"
"O14503","Q15038"
"Q1K9H5","Q15038"
"Q2M1V0","Q15038"
"P30910","Q12959"
"P06464","Q14186"
"Q9BYE7","Q14186"
"Q01094","Q14186"
"Q08999","Q14186"
"O75161","P07900"
"P11142","P07900"
"Q6VAB6","P07900"
"P05067","P07900"
"Q9Y6K9","P07900"
"O94966","P07900"
"Q9NYJ8","P07900"
"Q6ZRV2","P07900"
"P21698","P07900"
"P04150","P07900"
"Q9H6T3","P07900"
"P07900","P07900"
"P08238","P07900"
"C5E527","O00629"
"P03255-2","Q92831"
"F5HE15","O60684"
"C5E522","Q96E29"
"O56264","P62280"
"Q9Y282","Q7L5N7"
"Q86VR2","Q7L5N7"
"Q5SR56","Q7L5N7"
"P48051","Q7L5N7"
"Q8TEB9","Q7L5N7"
"C5E519","Q7L5N7"
